timestamp,open,high,low,close,volume
2020-01-01 00:00:00,100.0696,100.3922,100.1467,100.2484,2696
2020-01-01 00:01:00,99.7822,100.4876,100.0602,100.1792,4333
2020-01-01 00:02:00,100.0749,100.6537,100.1908,100.5031,2765
2020-01-01 00:03:00,100.8589,101.7766,101.0433,101.2646,7380
2020-01-01 00:04:00,101.2304,101.2279,100.758,101.1475,2556
2020-01-01 00:05:00,100.5821,101.7965,100.7867,101.0304,2512
2020-01-01 00:06:00,101.657,102.221,101.6982,101.82,7962
2020-01-01 00:07:00,102.457,102.4669,102.1088,102.2038,5491
2020-01-01 00:08:00,101.7634,102.298,101.7809,101.969,8123
2020-01-01 00:09:00,102.5036,102.4467,102.0985,102.2403,4440
2020-01-01 00:10:00,102.2541,102.1748,101.5877,102.0086,7366
2020-01-01 00:11:00,101.5216,101.9945,101.277,101.7757,6814
2020-01-01 00:12:00,102.1255,102.163,101.3582,101.8967,9388
2020-01-01 00:13:00,101.1878,100.9883,100.613,100.9401,6867
2020-01-01 00:14:00,99.9751,100.4929,99.9377,100.0776,7555
2020-01-01 00:15:00,99.5069,99.8588,99.3668,99.7965,7196
2020-01-01 00:16:00,99.3113,99.3194,99.2338,99.2901,8502
2020-01-01 00:17:00,99.8686,99.8169,98.8002,99.4472,633
2020-01-01 00:18:00,99.1328,99.1033,98.8625,98.9932,9232
2020-01-01 00:19:00,97.9599,98.371,97.8328,98.287,9557
2020-01-01 00:20:00,99.2026,99.1534,99.0033,99.0198,111
2020-01-01 00:21:00,98.8342,98.9906,98.1035,98.907,616
2020-01-01 00:22:00,99.0322,99.1597,98.7486,98.9407,1824
2020-01-01 00:23:00,98.4624,98.2821,97.8485,98.2283,2283
2020-01-01 00:24:00,97.9711,98.0167,97.9415,97.9561,4641
2020-01-01 00:25:00,98.3256,98.1309,97.6417,98.0116,7705
2020-01-01 00:26:00,97.6583,97.6115,96.9358,97.4361,8464
2020-01-01 00:27:00,97.739,98.0254,97.2083,97.624,6755
2020-01-01 00:28:00,96.9744,97.9368,97.2622,97.3236,1775
2020-01-01 00:29:00,97.5137,97.4408,97.0347,97.1778,8295
2020-01-01 00:30:00,97.3128,97.0631,96.47,96.8769,1710
2020-01-01 00:31:00,97.44,98.0281,97.6114,97.8031,2893
2020-01-01 00:32:00,97.7846,97.8748,97.4382,97.7963,6347
2020-01-01 00:33:00,97.0264,97.7144,97.2036,97.2675,5868
2020-01-01 00:34:00,97.9333,97.9236,97.4985,97.6788,4477
2020-01-01 00:35:00,97.29,97.3231,96.5061,97.0683,1600
2020-01-01 00:36:00,96.8136,97.2392,97.1597,97.1728,4430
2020-01-01 00:37:00,96.57,96.4342,96.0923,96.1929,1825
2020-01-01 00:38:00,95.2098,96.0092,95.3324,95.5288,4028
2020-01-01 00:39:00,95.9245,96.1664,95.4776,95.6273,5441
2020-01-01 00:40:00,95.9535,96.6031,95.6516,95.9965,555
2020-01-01 00:41:00,95.9105,96.2455,95.9571,96.0822,1482
2020-01-01 00:42:00,95.6826,96.282,95.8565,96.0244,5824
2020-01-01 00:43:00,95.5414,96.0367,95.5487,95.8738,657
2020-01-01 00:44:00,95.2964,95.332,94.7975,95.1345,6214
2020-01-01 00:45:00,94.8251,94.8479,94.3231,94.7746,4090
2020-01-01 00:46:00,94.1664,94.7688,94.4606,94.5443,1268
2020-01-01 00:47:00,94.6856,95.1989,94.987,95.0729,1467
2020-01-01 00:48:00,94.817,95.6077,94.3739,95.2447,9891
2020-01-01 00:49:00,94.6069,94.3976,94.2256,94.3632,8448
2020-01-01 00:50:00,94.7371,94.976,94.5077,94.5252,5089
2020-01-01 00:51:00,93.8911,94.3927,94.2808,94.3327,5057
2020-01-01 00:52:00,94.0545,94.3688,93.6288,93.9942,7395
2020-01-01 00:53:00,93.8847,94.3621,94.1309,94.3,9339
2020-01-01 00:54:00,95.2193,95.0194,94.7918,94.8155,1030
2020-01-01 00:55:00,95.6883,95.3683,95.2577,95.2812,7442
2020-01-01 00:56:00,95.0598,95.186,94.8332,94.8616,9416
2020-01-01 00:57:00,95.1331,95.1838,94.6406,94.707,1381
2020-01-01 00:58:00,95.184,95.631,94.3508,94.8726,9420
2020-01-01 00:59:00,95.6889,95.6106,95.1093,95.3604,4915
2020-01-01 01:00:00,95.1905,95.2117,94.8668,95.1208,1276
2020-01-01 01:01:00,94.834,95.166,94.9865,95.0279,605
2020-01-01 01:02:00,94.1926,94.9699,94.089,94.4748,6323
2020-01-01 01:03:00,93.7039,94.1713,93.3428,93.8767,8516
2020-01-01 01:04:00,94.4114,94.322,93.7728,94.2829,3938
2020-01-01 01:05:00,94.6337,94.9865,94.952,94.9611,4152
2020-01-01 01:06:00,94.6837,95.0383,94.8432,94.925,8471
2020-01-01 01:07:00,95.3949,95.5599,94.9746,95.4268,9620
2020-01-01 01:08:00,95.3407,95.7092,95.3669,95.6076,841
2020-01-01 01:09:00,95.3737,95.3432,95.2502,95.2851,4509
2020-01-01 01:10:00,95.8889,95.4825,95.4075,95.4658,5553
2020-01-01 01:11:00,96.4829,96.4342,95.9595,96.2348,8599
2020-01-01 01:12:00,96.3833,96.8887,96.093,96.2169,6283
2020-01-01 01:13:00,97.0819,97.4625,96.7477,96.9992,9558
2020-01-01 01:14:00,95.6773,96.3507,95.6511,95.6893,1368
2020-01-01 01:15:00,95.7868,96.424,95.9461,96.1003,8089
2020-01-01 01:16:00,96.5385,96.2118,96.013,96.1438,8149
2020-01-01 01:17:00,95.7428,96.1961,95.9282,95.9943,3780
2020-01-01 01:18:00,95.6315,96.9388,96.0255,96.0402,7412
2020-01-01 01:19:00,95.2964,95.0548,94.7749,95.0464,4147
2020-01-01 01:20:00,94.6122,95.1743,94.7925,94.9366,9345
2020-01-01 01:21:00,94.987,95.4135,94.7496,95.1151,1743
2020-01-01 01:22:00,95.3823,96.0633,95.7462,95.8541,7695
2020-01-01 01:23:00,95.232,95.6852,95.4517,95.5949,5601
2020-01-01 01:24:00,94.8639,95.3755,94.9556,95.1907,2763
2020-01-01 01:25:00,94.4942,95.0576,94.9375,94.9398,9954
2020-01-01 01:26:00,95.5542,95.707,95.2011,95.3975,6441
2020-01-01 01:27:00,95.8989,95.8287,95.2576,95.5619,3514
2020-01-01 01:28:00,95.1703,95.4273,95.254,95.297,132
2020-01-01 01:29:00,95.9282,95.5931,95.3439,95.5536,6577
2020-01-01 01:30:00,95.3155,95.7496,95.2361,95.6022,2381
2020-01-01 01:31:00,95.9119,96.1507,95.8282,96.0865,8821
2020-01-01 01:32:00,95.3862,95.9468,95.5721,95.7355,5082
2020-01-01 01:33:00,95.6922,95.8351,95.1982,95.5716,5014
2020-01-01 01:34:00,95.2955,95.8981,95.2043,95.3756,6987
2020-01-01 01:35:00,94.7571,94.9001,94.2624,94.6438,1389
2020-01-01 01:36:00,95.0536,94.8613,94.7524,94.7919,5200
2020-01-01 01:37:00,94.9681,94.9292,94.9137,94.9224,1418
2020-01-01 01:38:00,95.0526,95.126,94.7774,94.925,1563
2020-01-01 01:39:00,95.2429,95.0813,94.7593,94.8077,1684
2020-01-01 01:40:00,93.8991,94.694,93.8071,94.1,669
2020-01-01 01:41:00,93.7488,93.9455,93.6885,93.8897,8137
2020-01-01 01:42:00,93.936,93.7436,93.543,93.7183,8442
2020-01-01 01:43:00,93.4285,93.572,92.9621,93.3172,5866
2020-01-01 01:44:00,92.9151,93.7963,92.3706,93.2365,7568
2020-01-01 01:45:00,93.3147,93.4471,93.1232,93.4386,5073
2020-01-01 01:46:00,94.3495,94.6754,94.2265,94.3816,444
2020-01-01 01:47:00,94.3883,94.6619,94.1196,94.4689,7578
2020-01-01 01:48:00,94.276,94.9657,94.3134,94.5977,1759
